,comment
130,"The food was not freshly made, specially the lettuce in the sandwich was wilted"
131,Late delivery and the courier was rude
132,Taste is too bad i cant imagine
133,food was a little cold
134,كله كويس بس في تأخر في تسليم الاوردر
135,3 of the 5 chicken wings were not done. The onion rings were overcooked. The hamburger was delicious. Very disappointed.
136,He was very very rude and I need to file a complaint against him and there was an item missing
137,الأوردر وصل متآخر وبارد واللحمة كانت بتشد والبطاطس سعرها مبالغ فيه جداً على كميتها القليلة خصوصاً أنها ساقعة ومجلدة
138,I didn’t recive the cheese cup
139,المشروب غير موجود خدمة سيئة
140,firstly my order was late. secondly the buffolo sauce I ordered was missing. thirdly the food was cold and seemed to have been put outside for too long. lastly the bread of the burger was so so stale I threw the sandwich out. horrible experience.
141,جاي بارد مع اني طالبة ومأكدة يجي سخن لأن ده الطبيعي والصوص اللي ف تشيكن بافلو هاوس مش حلو ومضيع طعم الفراخ
142,The orange juice was expired ! It says on the bottle it was produced a WEEK ago ! Please check what you’re sending to the customers!!!!!
143,food was cold
144,the driver was honestly so kind. i couldn't tip through the app but really he deserved it
145,الاكل اتاخر وكان ساقع جدا
146,الاكل كان بارد جدا
147,Order came very cold…
148,Was cold
149,Food always arrives cold
150,my food is literally cold…needs to be reheated…last time ordering from here
151,أسوء أوردر طلبته في حياتي الطيار مش فاهم حاجه و اتكلم ٧ مرات ياخد العنوان و برده وصل عنوان غلط و بيبعت عالواتس آب من نمرة تانيه فويس نوتس غريبة و الأكل جاي مزيت و بارد و طعمه وحش مش فاهم آزاي وصلتوا للميتوى ده !
152,food was very cold and burger was warm at best
153,The order was very cold and the taste was not good
154,food arrived cold
155,"Very very cold order & no packaging for the sandwich or fries , i waited very long to receive a very cold low quality order"
156,The fries was so bad
157,اخر مره اطلب مينس طعم البطاطس وحش والكميه قليله جدا كأن حد اكل منها
158,The food was cold
159,The sandwich wasn't tasty as usual and the service was bad
160,waiting order for one hour and became wrong twice bad serviecs
161,Very bad experience
162,One hour late delivery and food was cold
163,"I was asked to pay again even though I’ve already paid online, the salad I ordered was spilled in the paper bag and the extra bacon I asked for was not added to the sandwich all in all , worst customer support ever"
164,Food tastes so good but arrived late and cold
165,The word cold is nothing to the sandwich i have received
166,"The food was so late and literally cold, two hours after the estimated delivery time of an hour, so three hours spent waiting for this cold useless meal. Absolutely unacceptable. Customer support was useless besides apologizing and not having the dri..."
167,the food was very cold
168,Too much salt this time🤢🤢
169,food was not hot quality was very disappointing
170,Buffalo wings taste like shit
171,اكل سئ و بارد جدا و اوردر اتأخر اوي
172,It was freezing cold and arrived 2 hours after ordering
173,Cold meal
174,The order was cold!
175,The order came late and the all food was cold
176,Slow delivery
177,The buns weren’t fresh And food temperature was cold Small portions
178,الفراخ كانت بايظة أو منتهية الصلاحية ريحتها وحشه ولونها غامق
179,Ice cream is missing
180,Food was so cold
181,The order was very very cold Burger was made with wilted lettuce Fries seemed like leftovers
182,L food gaye bard w kman hasl issue fl hesab kan lmfroud adf3 145 gneh 3shan hatet discount code it endup df3t 200 wlma kalm zmaylo 3arf eno 145 msh 185 fa lma kalmni 2oltlo mafesh moshkla mmkn tohtha 3la wallet bt3t el menus w 2ali tmm w hklmk tani ...
183,الأورد وصل كله غلط
184,مقرف مفيش حاجه عدله كانت فالطلب
185,Food was cold !!
186,وحش جدا مفيش حاجه واحده من اللي طلبتها جت كويسه جبت كولسلو كان صعب و بآفلو هاوس سبيشيال الفراخ كانت ناشفه اوي مش عارفه مجلده و ريجيولار فرائز ناشفه و حالتها حاله
187,الاوردر وصل متاخر جدا والاوردر بارد جدا
188,جربت اللحمة (تكس برجز) و الفراخ الكلاسيك بتاعتهم، اللحمة كانت ناشفة اوي ، حسيت اني باكل تراب مش لحمة من كتر ماهي ناشفة و الصوص قليل جدا ، ومفيش طعم واضح ، تقييمي من غير السعر المبالغ فيه ٤/١٠ ، سندوتش الفراخ ماكانش فيه تبهيرة واضحة و الصوص قليل م...
189,"Honestly not the first time to be not satisfied, mince is losing its edge"
190,Missing items
191,"The order arrived after 2 and half hours, was very cold and packging so bad and it was the worst experience ever, never ordering from this restaurant again"
192,I ordered 6 pieces and only 5 came
193,food was cold because delivery was late for pick up
194,"Fries was cold, tastes very bad, nashfa. Burger was cold. Took 1 hour 15 mins to come"
195,Chicken breast was chewy and not tender
196,wonderful
197,Fries was terrible portion and taste
198,bad
199,بعتين السندوتش علط
200,Received 4 mozzarella sticks instead of 6 😄 also mfc is horrible never like before
201,الشكل شي والطب شي ثاني
202,I didn’t receive the icecream and i can’t reach your support!
203,تاخير ساعتين
204,"Low quality burger, buns not even toasted Low quality sauces only sweet barbecue is good Low portion fries for 40 egp The only good thing is the chicken wings but it’s too expensive too."
205,Delicious
206,Meat wasn’t a good quality.
207,Meh food
208,no ice cream with order 😔 I wont to return the order
209,انتوا ناس معندهاش ضمير
210,"Fries were very oily and burger patty was crumbling, it was a minced meat sandwich at some point"
211,نسيتو علبه الجبنه للاسف و الاوردر اتاخر جدا
212,The meat tasted very bland. It needed salt & didn’t have any flavour.
213,Delicious!
214,الاوردر واصل ساقع وملوش طعم
215,لحمة مش مستوية و خضروات دبلانة اخر مرة هطلب من مطعمكم السئ
216,"Got the meal for 4 offer and the sandwiches were very small, not nearly enough for 4 people. Otherwise the flavors are good."
217,The worst restaurant ever tried The worst service The worst management
218,If there is negative would have given it Worst food delivery experience Said 60 mins delivery came after more than 90 mins.. all food came all extremely cold and fries totally soggy.. barbecue sauce of chicken wings was all spilled in the bag... ...
219,Fries are too small Pack is half empty 3eib ya3nii
220,Order came after 2.5hrs wrong
221,Ery Very bar experiane nothing was half half all shoud be put in trash fringe fride all oil not crunchy zsandwidh bed id very cold and tear int 100 peasr no dressing only peasr of tomato as id i went to shabrawy
222,Food received tasteless and super cold
223,Food received tasteless and ridiculously cold
224,Good was bad
225,"burger is very dry and there is almost no cheese although i paid for extra. the elvis desert is veryy bad, it came with no ice cream and tastes very weird. I dont know what happened to this restaurant , mince was quite good a few years ago but now it..."
226,Too much onions in the sandwitch
227,"The burger I ordered was very bland, cold and tasted like the ingredients were old and stored for many weeks and not fresh at all"
228,Food was horrible
229,Good food I try most of dishes was great I would like to order again
230,Order wasnt fresh and very cold specially the froes were cold and oily very disappointing
231,Burger was awful and very bad quality i threw the sandwich away couldn’t eat it I regret ordering from mince
