,comment
282,طعم رائع والمولتن كيك تجنن تسلم ايديكوا ❤️🍓
283,I ordered molten cake nutella yesterday it was very veryy delicious tnaks for this order that was not last time❤️❤️❤️❤️❤️❤️
284,I ordered a molten cake and they delivered another item They said they will compensate me and didn’t neither sent me my order. They were not professional in solving the problem and they didn’t solve.
285,received the wrong order and told me the will send me the right order and waited for 3 hours and they didn’t send anything
286,اروع تجربة ممتاز ومكان راقي جدا شكرا بجد ❤️❤️❤️❤️
287,والله حاجة حلوة شكرااا جدا الشوكوجيل رول تحفة والسكر في مزبوط ❤️❤️❤️❤️
288,كتير طيب وحطلب تاني وتالت ورابع 💚💚💚😋😋😋😋😋😋
289,المولتن كيك فوق الوصف بجد تحفة 👍 تجربة جميلة وتعاد
290,تجربة حلوة جدا وكواليتي محترمة تسلم ايديكو 💙💙💙💙🔥
291,حلو اوي تحفة 😍😍😍😍😍😍💙💙💙🩵🩵❤️❤️❤️❤️❤️
292,يجنننن احلى طعم واحلى سعر شكرا اوي ❤❤❤❤❤❤❤❤
293,احلى ديزيرت من شوكوجيل حرفيا واحلى عروض ♥️♥️
294,مكان جميل جدا تسلم ايديكم ماشاء الله ❤️❤️❤️
295,ولا اروع من كدا حاجة تحفة تسلم ايديكم 😍😍😍
296,المطعم جميل ومكان تحفة والاكل مالوش حل
297,احلى ديزيت من عندهم فعلا دائما فى جديد ♥️♥️
298,حلووو جداا الشوكو كريم بافز حاجة تحفة بجد تسلم ايديكم 😋😍
299,بصراحة طعم جميل جدا تسلم ايديكم ❤️❤️❤️❤️❤️❤️❤️❤️😘😘😘
300,كويس جداً الصراحة الجودة مقارنة بالاسعار ممتازة وباكدجينغ رايق
301,ماشالله عليكم انضف محل شوكليت في القاهرة 🌹🌹
302,المندوب وصلني متاخر كتيررر والحلو وصل بارد
303,I haven’t received my order because it was very late and i pay with viza
304,طلبت مولتن كيك وجاني الم رهيب في بطني بعد مااكلتها وكانت وحشة
305,"Horrible, spent the day in the hospital."
306,جالنا نزلة معوية منه و أتبهدلنا
307,Shitty
308,دايما مش معاه باقي لاني دايما اول اوردر يخرج عشانه
309,Amazing desserts and good prices
310,driver take so long and not commit to his commitment.
311,amazing 😍
312,Came too late
313,Bad delivery
314,ماشاء الله عليكم كل حاجة حلوة ومافيش احلا من كدا 🤩😍🤩😍
315,الاكل يجنن والتوصيل سريع تسلم ايديكون 🤩😍😍😍😍😍😍😍
316,روعة وأكثر من ذلك. سلمت الأيادي ❤️🤩❤️🤩🤩🤩
317,حاجه تحفا دي مش اول مره نجرب بس بيزيد حلااااوه ❤❤❤😵
318,ممتاز والتوصيل سريع طعمة الكريب تحفة والشوكولا لذيذة 😍😍
319,مطعم رائع والطعم جميل والخدمه ممتازه ❤️🌹❤️
320,All The order was flipped
321,الوافل ناشف جدا
322,amazing and delicious 😋
323,Didn‘t arrive to tell
324,الاوردر جه متأخررررر ومستلمتش
325,was delicious but cold
326,حلو
327,amazing and delicious food 😋
328,كل مرة احلى من اللي قبلها😍😍😍
329,لقيت سلك في الاكل .. المشكلة ان في اطفال كانت بتاكل
330,way overpriced for the terrible quality and late/ rude delivery guy.
331,The cake is not fresh
332,بجد احلا محل حلوياات بالقاهره طعمو يجننن ❤❤❤
333,التوصيل كويس جدا الاوردر وصل على الوقت شكرا
334,المكان تحفة 👌🌹 والاكل كان روعة 😍😍😍😍😍😍
335,مطعم رايئ اوي واكل تحفة ماشالله الوافل تجنن كلها مكسرات شكرا ❤️❤️❤️❤️🍫
336,"Chocospecial roll, nothing better than this 😋🌹🌹😋"
337,I ordered extra white chocolate and I doesn’t come !
338,الوافل كان طرى قوي بس غير كده كله تحفه
339,سيئ جدا... المولتن كيك وصلت تقريبا مقلوبة علي وشها ومتبهدلة وكمية الباستا قليلة جدا علي سعرها وصوص الشيكولاته كان متجمد ف الكاب
340,الاكل كان بارد
341,"Food: Low quality of chocolates, i added milka chocolate but they just added a low quality milk chocolate. Delivery: took 2.5 hours to deliver the order and it was ice cold."
342,انا طلبه ايس كريم مع الاوردر و مجاش
343,اول مرة نجربه و فعلا حاجته جميله و تغليفها شيك و نظيف
344,all the food was cold and with cinnamon:(
345,"Mashallah,, best chocolate in Egypt ❤️❤️"
346,جودة الشوكولاتة رديئة و بشعة و مش نوتيلا
347,الوافل كان بارد
348,طعم ولا أجمل من كدا مع التقدم للأفضل ان شاءالله
349,كل حاجة حلوة من طعم او المعاملة سلمت الأيادي 😍😍😍
350,احلى حاااجه عندكم كباية الرووول مبدعيييين 😁🤩🤩🤩🤩
351,جميل جدا بصراحة اختيار ممتاز جدا جدا ❤️❤️❤️
352,حاجة تحفة الصراحة التواصل جه بسرعة……. ❤️❤️
353,حاجات تحفة انا جربت الشوكوجيل رول و خطييير بجد تسلم ايديكو❤️❤️❤️❤️👌
354,الاوردر جه ناقص الاضافه مع انهم اتصلوا يأكدوا عليها
355,المولتت كيك جات باردة و الايسكريم ماية سايح جدا
356,Waffle was a bit soggy and lotus tajin wasn’t very pleasing
357,Better package to hold the food
358,cheese puffs were out of this world. mango smoothie was good but it wasnt a smoothie though it was just regular mango. overall .. FREAKING GREAT!!
359,انا طلبت وافل و كريب و جالي الاتنين وافل
360,الدليفري بيتأخر
361,بحبكم 😘❤️❤️❤️❤️❤️
362,hair in crepe
363,I used to get the puffs for 60 now 80 that's insane man
364,The waffle was not good Pancakes and crepe were pretty tasty
365,Portions are small Hair everywhere High prices for small portions This restaurant keeps getting worse Never again
366,الأكل اتأخر عن الوقت اللي مكتوب في ال app
367,ناس محترمة والحاجة عندهم رائعة البراونيز مع الايس كريم🤩🤩🤩🤩
368,فروتس كاب طعم خطير واحلى حاجة فيه كباية كبيرة تشبع❤️❤️😍😍
369,الفرواتس كاب حاجة فوق الخيال تسلم ايديكم والايس كريم طعم لذيذ 😋 ❤️❤️❤️❤️
370,حاااجه هايله تسلم ايدييكم 😍😍😍🤩🤩🤩🤩🤩
371,"It Was A Great Experience, I Love it ❤️❤️❤️."
372,😍😍😍😍😍🤩🤩🤩🤩🤩😍😍😍😍🤩🤩❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️
373,بوكس العائلة تشكيلة حلوة والصوصات طعمها خطير
374,طعم حلو والوافل شوكو جيل وعصير باشن فروت لذيذ 😋 ❤️❤️
375,اكثر من رائع وكانت تجربه جميله من شوكو جيل ❤️🌹
376,العصير سموزي كيوي وليمون نعنع وباشن فروت مالو ش حل طعم خيال
377,شكرا جدا طعم ولا احلا من كدا بوكس شوكو جيل تحفة بجد
378,حلو جدا بصراحة والميلك شيك كان تحفة ♥️
379,شوكو جيل رائع 👏 شوكو جيل رول جميل 🤩 تجربة رائعة
380,"First and best, I highly recommend it 🫶🏻🫶🏻❤️"
381,طعم ممتاز وخدمة ممتاز والتوصيل سريع شكراً شوكو جيل ❤️❤️
382,Amazing 🌹🌹🌹🌹I highly recommeend it😍😍😍
383,رائع جدا لكن تأخر قليلا في توصيل .. انصح به جدا
